id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
Oso panda de trapo 50 cm_8556,"Oso panda bordado a mano","Hola amigos, soy un oso panda muy colorido, tengo muchos detalles lindos bordados en mi cuerpo, soy muy tierno y suave, y me encanta dar abrazos. Un oso bordado a mano con mucho amor para ser el mejor amigo de tu pequeñ@. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 3 - 5 días laborales",https://almadelascosas.com/wp-content/uploads/2021/10/IMG_20210531_142428-01-02-scaled.jpeg,https://almadelascosas.com/producto/oso-panda-bordado-a-mano/,"Niños y bebés, Juguetes, Regalos para niños y niñas","Alma de las Cosas",110000COP,in stock,Oso panda de trapo 50 cm_8556,,"https://almadelascosas.com/wp-content/uploads/2021/05/IMG_20210531_142923-01-scaled-e1622553641314.jpeg,https://almadelascosas.com/wp-content/uploads/2021/05/IMG_20210531_144111-01-scaled-e1622553705794.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,110000COP,new,published,,,,,,,
León de trapo 50 cm._8546,"León bordado a mano","Hola amigos, soy un león muy tierno y especial, me encanta dar abrazos y mi cuerpo es suave y blando. Un león bordado a mano con mucho amor para ser el mejor amigo de tu pequeñ@. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 3 - 5 días laborales",https://almadelascosas.com/wp-content/uploads/2021/05/IMG_20210214_152320-02-scaled-e1622552675553.jpeg,https://almadelascosas.com/producto/leon-bordado-a-mano/,"Niños y bebés, Juguetes, Regalos para niños y niñas","Alma de las Cosas",110000COP,in stock,León de trapo 50 cm._8546,,"https://almadelascosas.com/wp-content/uploads/2021/05/IMG_20210224_154328-02-scaled-e1622552710770.jpeg,https://almadelascosas.com/wp-content/uploads/2021/05/IMG_20210531_143937-01-scaled-e1622552732749.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,110000COP,new,published,,,,,,,
KITMOM_7576,"Kit de Bienestar - Rosa","No interesa si esta lejos o cerca estamos seguros que esa persona especial encabeza la lista. Este Kit de Bienestar es perfecto para sorprender a esa persona especial a quien tienes mucho que agradecer.Recibe este producto en: 1 – 3 días laborablesEste producto se envía desde: Bogotá",https://almadelascosas.com/wp-content/uploads/2021/04/alma2.jpg,https://almadelascosas.com/producto/kit-de-bienestar-rosa/,"Bienestar y belleza, Aromaterapia, Baño, Jabones, Velas, Regalos, Regalos para papá y mamá, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",89500COP,in stock,KITMOM_7576,,"https://almadelascosas.com/wp-content/uploads/2021/04/alma1.jpg,https://almadelascosas.com/wp-content/uploads/2021/04/alma-4.jpg,https://almadelascosas.com/wp-content/uploads/2021/04/alma-3.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,89500COP,new,published,,,,,,,
Refleja tu corazón_5836,"Ritual de amor propio - Refleja tu corazón","¡Una experiencia para fortalecer la confianza en ti mismo, sanar tu pasado y agradecer por tu presente! Recibe este producto en: 3 - 5 días laborales",https://almadelascosas.com/wp-content/uploads/2021/04/83449abe-24f9-4279-ba5b-11ead5692f1c.jpg,https://almadelascosas.com/producto/ritual-de-amor-propio-refleja-tu-corazon/,"Mes de la Mujer, Bienestar y belleza, Regalos, Regalos para papá y mamá, Regalos para una amistad","Alma de las Cosas",61000COP,in stock,Refleja tu corazón_5836,,"https://almadelascosas.com/wp-content/uploads/2021/04/f128c28a-0e9b-49f5-bf41-113d3a194133.jpg,https://almadelascosas.com/wp-content/uploads/2021/04/42f96150-8fa2-42ba-9da0-48938418d4b2.jpg,https://almadelascosas.com/wp-content/uploads/2021/04/2113304e-d996-435e-ba15-9cb80f72b733.jpg,https://almadelascosas.com/wp-content/uploads/2021/04/eeab03e6-3c85-43fc-83cc-39574c6aae62.jpg,https://almadelascosas.com/wp-content/uploads/2021/04/187ffd49-52f5-41c3-83e3-0e90cde7aaae.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,61000COP,new,published,,,,,,,
Reconocerme a tu lado_5815,"Libro didáctico - Reconocerme a tu lado","¡Completa en compañía de tu hijo(a) este libro personalizable con su información, donde a través de actividades creativas fortalecerá su autoconocimiento y amor propio!",https://almadelascosas.com/wp-content/uploads/2021/02/reconocerme1.jpg,https://almadelascosas.com/producto/libro-didactico-reconocerme-a-tu-lado/,"Niños y bebés, Educativos, Regalos, Regalos para niños y niñas","Alma de las Cosas",52000COP,in stock,Reconocerme a tu lado_5815,,"https://almadelascosas.com/wp-content/uploads/2021/02/reconocerme2.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/reconocerme3.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/reconocerme4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,52000COP,new,published,,,,,,,
Comunicarme contigo_5820,"Libro didáctico - Comunicarme contigo","¡Completa en compañía de tu hijo(a) este libro personalizable con su información, donde a través de actividades creativas fortalecerá su relación con los demás!",https://almadelascosas.com/wp-content/uploads/2021/02/comunicarme1.jpg,https://almadelascosas.com/producto/libro-didactico-comunicarme-contigo/,"Niños y bebés, Educativos, Regalos, Regalos para niños y niñas","Alma de las Cosas",52000COP,in stock,Comunicarme contigo_5820,,"https://almadelascosas.com/wp-content/uploads/2021/02/comunicarme4.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/comunicarme3.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/comunicarme2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,52000COP,new,published,,,,,,,
Proyectarme con tu apoyo_5826,"Libro didáctico - Proyectarme con tu apoyo","¡Completa en compañía de tu hijo(a) este libro personalizable con su información, donde a través de actividades creativas desarrollará su plan de vida de manera didáctica!",https://almadelascosas.com/wp-content/uploads/2021/02/proyectarme1.jpg,https://almadelascosas.com/producto/libro-didactico-proyectarme-con-tu-apoyo/,"Niños y bebés, Educativos, Regalos, Regalos para niños y niñas","Alma de las Cosas",52000COP,in stock,Proyectarme con tu apoyo_5826,,"https://almadelascosas.com/wp-content/uploads/2021/02/proyectarme4.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/proyectarme2.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/proyectarme5.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/proyectarme3.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,52000COP,new,published,,,,,,,
Kit Creciendo Juntos_5829,"Kit Creciendo Juntos","Kit de tres libros personalizables. Por medio de actividades creativas, los niños y las niñas podrán fortalecer su autoestima, desarrollar habilidades sociales, gestionar sus emociones y proyectar sus objetivos y sueños de manera didáctica. ",https://almadelascosas.com/wp-content/uploads/2021/02/creciendo-juntos2.jpg,https://almadelascosas.com/producto/kit-creciendo-juntos/,"Niños y bebés, Educativos, Regalos, Regalos para niños y niñas","Alma de las Cosas",150000COP,in stock,Kit Creciendo Juntos_5829,,"https://almadelascosas.com/wp-content/uploads/2021/02/creciendo-juntos1.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/reconocerme1.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/comunicarme1.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/proyectarme1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,150000COP,new,published,,,,,,,
0017_6761,"Mini Florero tejido Gabriela","Si quieres tener un espacio en armonía esta composición floral es la ideal.  Sus colores sencillos y neutros dan un toque natural al ambiente.  También es perfecto para sorprender a esa persona especial! Envíos a todo el país. 
 
  Recibe este producto: 5 - 6 días laborales 
  Este producto se envía desde: Bogotá",https://almadelascosas.com/wp-content/uploads/2021/03/Alma.png,https://almadelascosas.com/producto/mini-florero-tejido-gabriela/,"Hogar y decoración, Regalos para papá y mamá","Alma de las Cosas",68000COP,in stock,0017_6761,,"https://almadelascosas.com/wp-content/uploads/2021/03/Cotton.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,68000COP,new,published,,,,,,,
JEM_avionpequeño_6876,"Avión de colección pequeño","Este avión de colección es el integrante más pequeño de la familia, pero eso no impedirá que haga volar la imaginación de nuestros chiquitos. Envíos a todo el país. 
 
  Recibe este producto en: 3 - 4 días hábiles 
  Este producto se envía desde: Bogotá",https://almadelascosas.com/wp-content/uploads/2021/03/D07918DA-93EF-4146-966B-C87BF67C9BD1-scaled.jpeg,https://almadelascosas.com/producto/avion-de-coleccion-pequeno/,"Niños y bebés, Juguetes, Regalos para niños y niñas","Alma de las Cosas",35000COP,in stock,JEM_avionpequeño_6876,,"https://almadelascosas.com/wp-content/uploads/2021/03/AECEA4A7-7547-4477-A2D2-9DC0B162CFA2-scaled.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,35000COP,new,published,,,,,,,
WOMEN_6309,"Women Box","Madres, hijas, abuelas, hermanas, amigas, novias! Este es el regalo perfecto para hacerlas sentir especial, recuerdale que siempre es un buen momento para amarse a sí misma.Este kit fue hecho por mujeres para mujeres.Recibe este producto en: 1 - 3 días laboralesEste producto se envía desde: Bogotá",https://almadelascosas.com/wp-content/uploads/2021/02/alma1.jpg,https://almadelascosas.com/producto/women-box-dia-de-la-mujer/,"Sin categorizar, Bienestar y belleza, Baño, Regalos, Regalos para papá y mamá, Regalos para pareja","Alma de las Cosas",87500COP,in stock,WOMEN_6309,,"https://almadelascosas.com/wp-content/uploads/2021/02/alma-2.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/alma-3.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/alma-4.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/alma-5.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,87500COP,new,published,,,,,,,
Cubos de madera_5951,"Juguetes para niños - Cubos de madera","Desarrolla la creatividad y destreza de tu pequeñ@ con juguetes didácticos. 16 cubos de madera para un juego libre. Hechos a mano con mucho amor con materiales sustentables. Envíos a todo el paísRecibe este producto en: 3 - 9 días laboralesEste producto se envía desde: Bogotá",https://almadelascosas.com/wp-content/uploads/2021/02/99C2E42C-5407-4CC7-A264-D150B2F7AFE0-7F496363-370A-4E7D-B8E1-12B90E08E824.jpg,https://almadelascosas.com/producto/juguetes-para-ninos-cubos-de-madera/,"Niños y bebés, Juguetes","Alma de las Cosas",80000COP,in stock,Cubos de madera_5951,,"https://almadelascosas.com/wp-content/uploads/2021/02/EA2FCE76-2789-46FB-B8BA-A7C7A2994EB2-6A99980F-4750-45D6-AC91-D2C37261B1D9.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/525AD893-2446-4239-B955-92EE87ED8C94-5323E5DA-C8D5-4414-9E90-7FFE84FE0620.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/7468DC0B-44C9-4DB0-AE21-A872BA9CE0BA.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,80000COP,new,published,,,,,,,
0013_5649,"Topper para Torta Floral","La manera perfecta para celebrar la vida! Hermoso topper floral que le dará el toque ideal a tu celebración. Un accesorio infaltable en un deliciosa torta. Envíos a todo el país.Recibe este producto en: 3 - 6 días laboralesEste producto se envía desde: Bogotá",https://almadelascosas.com/wp-content/uploads/2021/01/IMG-20210126-WA0018-e1613157454330.jpg,https://almadelascosas.com/producto/topper-para-torta-bloom/,"Niños y bebés, Decoración, Regalos para niños y niñas","Alma de las Cosas",40000COP,in stock,0013_5649,,"https://almadelascosas.com/wp-content/uploads/2021/01/IMG-20210126-WA0023.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/IMG-20210126-WA0022.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,40000COP,new,published,,,,,,,
0014_5983,"Corona Floral Personalizable Blooming","Armoniza tus espacios con esta hermosa Corona Floral Personalizable y crea ambientes únicos en tu hogar.Recibe este producto en: 3 - 6 días laboralesEste producto se envía desde: Bogotá",https://almadelascosas.com/wp-content/uploads/2021/02/IMG-20210204-WA0008-e1612897769958.jpg,https://almadelascosas.com/producto/corona-personalizable-blooming/,"Bordados de colección, Niños y bebés, Decoración","Alma de las Cosas",96000COP,in stock,0014_5983,,"https://almadelascosas.com/wp-content/uploads/2021/02/IMG-20210204-WA0006.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/IMG-20210204-WA0007.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,96000COP,new,published,,,,,,,
DIY Raimbow kit_6082,"Kit Arcoíris DIY","Kit para tejer Arcoíris macramé Un arcoíris nos puede alegrar el día con sus colores, por ello queremos que esa alegría sea doble al estimular la creatividad y crear un objeto que pueda llenar de colores y decorar un espacio. 
 
  Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2021/02/1612993733616-min-scaled-e1613141531771.jpg,https://almadelascosas.com/producto/kit-arcoiris-diy/,"Bordado, Niños y bebés, Juguetes, Regalos para mí","Alma de las Cosas",58000COP,in stock,DIY Raimbow kit_6082,,"https://almadelascosas.com/wp-content/uploads/2021/02/1612993733624-min-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/1612993733633-min-scaled-e1613141692507.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/1612993733644-min-scaled-e1613141579827.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/1612993733638-min-scaled-e1613141627537.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/Gris-Elegante-Minimalista-Color-Boda-Disposicion-de-Asientos.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,58000COP,new,published,,,,,,,
wc_post_id_6022,"Rompecabezas Personalizable Postal","Una postal como las de antes, lista para llegar al corazón de los que más quieres. Personaliza tu rompecabezas postal con tu foto y mensaje favoritos! 
 
  Recibe este producto en: 3 - 4 días laborales",https://almadelascosas.com/wp-content/uploads/2021/02/Rompecabezas_postal_alma_de_las_cosas.jpg,https://almadelascosas.com/producto/rompecabezas-personalizable-postal/,"Black Friday, Día sin IVA, Sin categorizar, Regalos para pareja, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",82000COP,in stock,wc_post_id_6022,,"https://almadelascosas.com/wp-content/uploads/2021/02/Rompecabezas_postal_alma_de_las_cosas_2.jpg,https://almadelascosas.com/wp-content/uploads/2020/10/empaque_rompecabezas_alma_de_las_cosas.jpg,https://almadelascosas.com/wp-content/uploads/2020/10/empaque_rompecabezas_alma_de_las_cosas_2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,82000COP,new,published,,,,,,,
Sonajero_5952,"Sonajero para bebés","Sonajero para bebés de tela y madera. Regálale a tu pequeño un nuevo juguetico hecho a mano con materiales sustentablesRecibe este producto en: 3 - 9 días laboralesEste producto se envía desde: Bogotá",https://almadelascosas.com/wp-content/uploads/2021/02/6d4b4bd5-538b-4130-bea6-a60c3f975e4d.jpg,https://almadelascosas.com/producto/sonajero-para-bebes/,"Niños y bebés, Juguetes","Alma de las Cosas",35000COP,in stock,Sonajero_5952,,"https://almadelascosas.com/wp-content/uploads/2021/02/43e82784-9d39-4190-ae38-dfb4ed0342b4.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/166957b8-5c34-4792-94d5-6742944ab6ad.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/4bb120b7-0cd4-40c9-9c1b-ee3d880f1ce4.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/fb29ca0f-d894-445f-9940-2ffcf74aab75.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,35000COP,new,published,,,,,,,
PORTACHUPO DE MADERA_5576,"Portachupos para bebés en madera","Portachupo en madera perfecto para bebés. Diseñado especialmente para bebés, evita perder que tu bebe pierda su chupo y se ensucie con bacterias y microbios. 
 
  Recibe este producto:  3 - 9 días laborales",https://almadelascosas.com/wp-content/uploads/2021/01/6c698b2b-cae7-4f09-ae52-b9dabbbb01ff.jpg,https://almadelascosas.com/producto/portachupos-para-bebes-en-madera/,"Niños y bebés","Alma de las Cosas",35000COP,in stock,PORTACHUPO DE MADERA_5576,,"https://almadelascosas.com/wp-content/uploads/2021/01/bd980a77-b55d-4284-b792-947b37280a00.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/PORTACHUPO1_POLAYPACO.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/PORTACHUPO4_POLAYPACO.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,35000COP,new,published,,,,,,,
Móvil de cuna_5585,"Móvil de Cuna","Móvil de cuna en madera y sus 4 elementos. El producto perfecto para decorar la cuna de tú pequeñ@ o para regalarle a alguien especial. Envíos a todo el país.Recibe este producto en: 3 - 7 días laboralesEste producto se envía desde: Bogotá",https://almadelascosas.com/wp-content/uploads/2021/02/MOVILCUNA2_POLAYPACO.jpg,https://almadelascosas.com/producto/movil-de-cuna/,"Niños y bebés, Decoración","Alma de las Cosas",120000COP,in stock,Móvil de cuna_5585,,"https://almadelascosas.com/wp-content/uploads/2021/02/MOVILCUNA1_POLAYPACO.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/9F143061-ABD0-42A8-B12F-67BE9F2824B9-CEBD5E3E-CF9F-4414-82EC-AB4406B8EE80.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/FEA29BBB-C1A6-4A57-BBB5-F848896C21C9.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,120000COP,new,published,,,,,,,
VDAYSET14_5853,"Set de Apuntes","Este set de productividad incluye todo lo que necesitas para organizarte y ser más productivo en tu día. Ya sea que te lo regales a tí mismo ó a alguien especial, con este set podrás hacer listas de tareas, escribir prioridades y tomar notas. Envíos a todo el país.Recibe este producto en: 3 - 5 días laboralesEste producto se envía desde: Medellín",https://almadelascosas.com/wp-content/uploads/2021/02/IMG_4909.jpg,https://almadelascosas.com/producto/san-valentin-set-de-productividad/,"Papelería especial, Regalos para pareja","Alma de las Cosas",141350COP,in stock,VDAYSET14_5853,,"https://almadelascosas.com/wp-content/uploads/2021/02/pink-notebook-insta.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/IMG_4889.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/white-NOTEBOOK-HEART-MAKE2D.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,141350COP,new,published,,,,,,,
VDAYSET14-2_5854,"Full Set de productividad","Organízate y logra un balance saludable entre el trabajo y tu vida diaria con nuestros planeadores de productividad.Ya sea que te lo regales a tí mismo ó a alguien especial, con esta agenda podrás planificar y ser más productivo en tu día a día. Tiene espacio para que planees tus semanas con espacio para escribir y la lista de tareas diarias, monitorees tus hábitos y también tiene espacios para que escribas tus notas! Envíos a todo el país.Recibe este producto en: 3 - 5 días laboralesEste producto se envía desde: Medellín",https://almadelascosas.com/wp-content/uploads/2021/02/RED-gift-setVDAY-insta.jpg,https://almadelascosas.com/producto/set-de-productividad-san-valentin/,"Papelería especial, Regalos para mí, Regalos para pareja, Regalos para una amistad","Alma de las Cosas",185000COP,in stock,VDAYSET14-2_5854,,"https://almadelascosas.com/wp-content/uploads/2021/02/FULL-SET-VDAY.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/to-dolist-notepad-pink-make2d.jpg,https://almadelascosas.com/wp-content/uploads/2021/01/weeklyplanner_pink.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,185000COP,new,published,,,,,,,
Libro de momentos que nunca vamos a olvidar_5718,"Libro de momentos que nunca vamos a olvidar","En este libro de momentos no encontrarás una brújula ni un mapa ¡Pero si las próximas aventuras para un par de aventureros como ustedes! Envíos a todo el país.Recibe este producto en: 1 - 3  días laborales",https://almadelascosas.com/wp-content/uploads/2021/02/Libro_san_valentin_momentos_alma_de_las_cosas.jpg,https://almadelascosas.com/producto/libro-de-momentos-que-nunca-vamos-a-olvidar/,"Black Friday, Día sin IVA, Regalos San Valentín, San Valentín, Regalos para pareja","Alma de las Cosas",69000COP,in stock,Libro de momentos que nunca vamos a olvidar_5718,,"https://almadelascosas.com/wp-content/uploads/2021/02/Libro_san_valentin_momentos_alma_de_las_cosas_2.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/Libro_san_valentin_momentos_alma_de_las_cosas_3.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/Libro_san_valentin_momentos_alma_de_las_cosas_4.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/Libro_san_valentin_momentos_alma_de_las_cosas_5.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/Libro_san_valentin_momentos_alma_de_las_cosas_7.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,69000COP,new,published,,,,,,,
wc_post_id_5675,"Tiquetera de bonos redimibles","Elige nuestra película para hoy o por qué no...¿Cuál será nuestra siguiente aventura? No te quedes sin la tuya. Envíos a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2021/01/Tiquetera_san_valentin_alma_de_las_cosas.jpg,https://almadelascosas.com/producto/tiquetera-de-bonos-especial-san-valentin/,"Día sin IVA, Mes de la Mujer, Regalos San Valentín, San Valentín, Regalos para pareja","Alma de las Cosas",39800COP,in stock,wc_post_id_5675,,"https://almadelascosas.com/wp-content/uploads/2021/01/Tiquetera_san_valentin_alma_de_las_cosas_2.jpg,https://almadelascosas.com/wp-content/uploads/2021/01/Tiquetera_san_valentin_alma_de_las_cosas_3.jpg,https://almadelascosas.com/wp-content/uploads/2021/01/Tiquetera_san_valentin_alma_de_las_cosas_4.jpg,https://almadelascosas.com/wp-content/uploads/2021/01/Tiquetera_san_valentin_alma_de_las_cosas_5.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,39800COP,new,published,,,,,,,
Estuche con cubiertos_5581,"Estuche con cubiertos","Estuche de algodón orgánico estampados con ilustración de flores y cubiertos de bambú. Los nuevos favoritos de tu pequeñ@. Envíos a todo el país.Recibe este producto en: 3 - 7 días laboralesEste producto se envía desde: Bogotá",https://almadelascosas.com/wp-content/uploads/2021/04/D2F3478E-C66B-4E43-AC4E-79C1467643CD.jpg,https://almadelascosas.com/producto/estuche-con-cubiertos/,"Niños y bebés","Alma de las Cosas",41500COP,in stock,Estuche con cubiertos_5581,,"https://almadelascosas.com/wp-content/uploads/2021/02/SETDECUBIERTOS5_POLAYPACO.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/SETDECUBIERTOS3_POLAYPACO.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/SETDECUBIERTOS4_POLAYPACO.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/SETDECUBIERTOS1_POLAYPACO.jpg,https://almadelascosas.com/wp-content/uploads/2021/02/SETDECUBIERTOS2_POLAYPACO.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,41500COP,new,published,,,,,,,
Llavero Arcoíris_5605,"Llavero Arcoíris macramé","Dale un estilo único a tus llaves, esas que te acompañan a todo lado las de tu carro, las de tu casa u oficina. Llavero arcoíris tejido a mano en macramé. Envíos a todo el país.Recibe este producto en: 1 - 3 días laboralesEste producto se envía desde: Medellín",https://almadelascosas.com/wp-content/uploads/2021/01/1611604937574-min-scaled.jpg,https://almadelascosas.com/producto/llavero-arcoiris-macrame/,"Accesorios, Joyería y bisutería, Arte y colección","Alma de las Cosas",20000COP,in stock,Llavero Arcoíris_5605,,"https://almadelascosas.com/wp-content/uploads/2021/01/1611604937558-min-scaled-e1611614888932.jpg,https://almadelascosas.com/wp-content/uploads/2021/01/1611605422207-min-scaled-e1611614525788.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,20000COP,new,published,,,,,,,
Kit Mapa de Sueños para Completar_5431,"Kit Mapa de Sueños para Completar","Este kit de mapa de sueños será la ruta que necesitas para alcanzar tus objetivos y tus metas de la mano de un plan de acción y metas claras para lograrlos! Envíos a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2021/01/Kit_mapa_de_suenos_alma_de_las_cosas_2.jpg,https://almadelascosas.com/producto/kit-mapa-de-suenos-para-completar/,"Día sin IVA, Inicio de Año, Regalos para mí, Regalos para niños y niñas, Regalos para pareja, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",74000COP,in stock,Kit Mapa de Sueños para Completar_5431,,"https://almadelascosas.com/wp-content/uploads/2021/01/Kit_mapa_de_suenos_alma_de_las_cosas_3.jpg,https://almadelascosas.com/wp-content/uploads/2021/01/Kit_mapa_de_suenos_alma_de_las_cosas_4.jpg,https://almadelascosas.com/wp-content/uploads/2021/01/Kit_mapa_de_suenos_alma_de_las_cosas_6.jpg,https://almadelascosas.com/wp-content/uploads/2021/01/Kit_mapa_de_suenos_alma_de_las_cosas_7.jpg,https://almadelascosas.com/wp-content/uploads/2021/01/Kit_mapa_de_suenos_alma_de_las_cosas_8.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,74000COP,new,published,,,,,,,
Vela Agradece AORA_4831,"Vela Agradece","Gratitud es sentir que el mundo es suficiente, que te alcanza con lo que hay y que eres un regalo para los demás. Vela elaborada con cera vegetal, doble pabilo de algodón. Envíos a todo el país.Recibe este producto en: 2 - 4 días laboralesEste producto se envía desde: Medellín",https://almadelascosas.com/wp-content/uploads/2020/12/AORA29400-min-scaled.jpg,https://almadelascosas.com/producto/vela-agradece/,"Bienestar y belleza, Velas, Inicio de Año","Alma de las Cosas",30000COP,in stock,Vela Agradece AORA_4831,,"https://almadelascosas.com/wp-content/uploads/2020/12/AORA29405-min-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2020/12/AORA29489-min-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2020/12/AORA29418-min-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,30000COP,new,published,,,,,,,
Vela Silencio AORA_4832,"Vela Silencio","¡Detente un momento! reduce el ritmo acelerado que te impone el mundo, guarda silencio y observa: te estás dando el regalo de ser libre.Vela elaborada con cera vegetal y doble pabilo de algodón. Envíos a todo el país.Recibe este producto en: 2 - 4 días laboralesEste producto se envía desde: Medellín",https://almadelascosas.com/wp-content/uploads/2020/12/AORA29427-min-scaled-e1607799305970.jpg,https://almadelascosas.com/producto/vela-silencio/,"Bienestar y belleza, Velas, Inicio de Año","Alma de las Cosas",40000COP,in stock,Vela Silencio AORA_4832,,"https://almadelascosas.com/wp-content/uploads/2020/12/AORA29431-min-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2020/12/AORA29444-min-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2020/12/AORA29466-min-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,40000COP,new,published,,,,,,,
DSKWKPLANNER-1_5363,"Set de Productividad","Planeador Semanal de Escritorio Premium[Undated] Sin fecha, lo puedes empezar en cualquier momento o mes del año!  Organízate y logra un balance saludable entre el trabajo y tu vida diaria con nuestros planeadores de productividad. Ya sea que te lo regales a tí mismo ó a alguien especial, con este planeador semanal podrás planificar y ser más productivo en tu día a día. Tiene espacio para que planees tus semanas con espacio para escribir y la lista de tareas diarias, monitorees tus hábitos y también tiene espacios para que escribas tus notas! Envíos a todo el país.Recibe este producto en:  3 - 5 días laboralesEste producto se envía desde: Medellín",https://almadelascosas.com/wp-content/uploads/2021/01/GIFT-SET-1.jpg,https://almadelascosas.com/producto/set-de-productividad/,"Accesorios, Oficina, Inicio de Año, Papelería especial, Regalos, Regalos para mí","Alma de las Cosas",174900COP,in stock,DSKWKPLANNER-1_5363,,"https://almadelascosas.com/wp-content/uploads/2021/01/bue-productivity-set-layflat-1.jpg,https://almadelascosas.com/wp-content/uploads/2021/01/black-desk-planner-detail.jpg,https://almadelascosas.com/wp-content/uploads/2021/01/blue-productivity-set-planner-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,174900COP,new,published,,,,,,,
